OBJECTID,GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV
42,Lower West Side,44031,35769,32998,8694,10454,6653,4323,1811,772,291,30.9960701330109,4955,25699,1258,718,368,32872,25816,17799,16138,1661,8017,375,15427,6924,1573,4907,1747,276,N/A,3516,5120,2481,719,21492,7056,4673,2958,1041,3881,1883,3784,3425,2179,1146,849,453,39020.1465201465,11836,3133,8703,1770,13606,1591,249,3434,4348,3978,4.84502861988552,866,1166,1426,10148,,2746,6709,3189,640,322,933,1503,560,129,200308.641975309,11844,Accommodation and Food Service,Retail Trade,Administration,Manufacturing,Health Care,1382,1256,1251,1243,1196,12609,Wholesale Trade,Manufacturing,Administration,Health Care,Transportation,2293,1751,1713,1133,1063,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,3833,2094,1010,957,679,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,5538,679,387,292,266,,,,,,,,,,,,,,,,10396,,,,,,,,,,1.215329504,1872.14701044217,63.0684839389437,0.0336877839118243,226.170036264291,0.120807839877315,51.689325350992625,0.02760965087820987,72.4602169334774,0.0387043413414225,98.8443496759189,0.0527973226058639,490.418824450840420,0.26195529609344714,759.378082877512,0.405618831556481,n/a,n/a,37.8838698015053,0.0202355208165826,72.2338211486882,0.038583412918854,3471,3499,1845,3021,6732,1501,5104,2529,57,108,2364,4301,625,1330,2346,2175,1250,557,368,2431,1796,569,66,19459,11514,30973,8847,22126,9345,8847,21063,174,104,73,167,56,141,297,51,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,
43,McKinley Park,15962,15612,16064,4424,4031,3312,2673,1084,407,133,33.4310089020772,2660,10095,145,2918,246,16022,12311,8088,7079,1009,4223,173,6737,3645,961,1748,348,35,N/A,800,2474,1377,507,10402,3070,2934,1701,662,1398,637,1384,1616,980,452,475,251,43495.5752212389,5158,2851,2307,433,5591,1767,265,2011,923,610,5.61912034208919,381,411,1106,3693,,485,2117,2233,483,273,579,1906,251,93,196987.534626039,5549,Accommodation and Food Service,Manufacturing,Health Care,Administration,Retail Trade,713,605,603,555,517,4915,Administration,Wholesale Trade,Retail Trade,Manufacturing,Transportation,1486,824,723,482,345,Outside of Chicago,The Loop,Near West Side,Near North Side,Armour Square,1669,1001,414,387,237,Outside of Chicago,McKinley Park,Brighton Park,Bridgeport,Gage Park,2488,173,153,137,97,,,,,,,,,,,,,,,,13225,,,,,,,,,,2.586987052,905.229559732925,120.045155495829,0.13261294243556,107.687208455296,0.118961215193931,11.821041452920795,0.013058611846931321,61.3209681264582,0.0677407928929653,24.7300986708796,0.0273191461822964,162.789663846492660,0.17983246580516157,301.551461095506,0.333121535695845,n/a,n/a,73.6476023865387,0.081357929151438,41.6363602030034,0.045995360795871,1180,1278,1012,1688,3645,584,1513,899,9,29,861,1947,236,584,1127,963,457,174,332,1178,890,204,84,9209,5720,14929,4224,10705,4495,4224,7889,159,2461,12,3,38,42,95,6,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,
44,Montclare,12646,13426,13040,3130,3075,2712,2475,714,723,212,36.6131498470948,4052,7608,584,522,275,12983,10561,6463,5993,471,4098,138,5662,4201,398,803,120,139,N/A,562,1720,1580,603,8813,1838,2713,1990,670,1102,501,882,1406,614,676,639,249,48626.2376237624,4465,2762,1702,575,5040,2727,142,737,552,882,5.55543859649123,472,713,2200,1653,,748,2005,1437,579,270,441,1693,588,40,213866.231647635,5178,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,667,636,535,494,439,2272,Retail Trade,Health Care,Manufacturing,Accommodation and Food Service,Other Service,686,517,439,199,85,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2533,718,256,224,133,Outside of Chicago,Montclare,Belmont Cragin,Portage Park,Austin,1313,110,103,76,75,,,,,,,,,,,,,,,,13473,,,,,,,,,,1.273575786,633.066887030142,249.145843460763,0.3935537437909,66.422055891669,0.104921071141897,5.827577207211466,0.009205310412853737,55.159080789118,0.0871299414314364,28.527306419505,0.0450620732247313,19.826208327782279,0.03131771497446573,193.169076716636,0.30513217587929,n/a,n/a,10.4554115345864,0.0165154926735074,4.53432668287025,0.0071624764709173,1158,1163,694,1450,3031,431,1434,638,0,10,628,1560,102,364,1093,589,185,173,231,1553,1001,389,162,8163,3925,12088,4036,8052,2899,4036,5960,1316,17,147,31,48,132,393,8,6892,4865,264,337,288,,,,,,,,,,,,,,,,,,
45,Morgan Park,25226,22544,23035,6041,3628,3954,5247,1988,1290,888,42.6258205689278,6325,807,15253,45,604,22688,18384,10554,9382,1173,7830,388,8756,6483,473,1511,221,68,N/A,1056,3465,2712,844,15552,1427,3384,3851,1611,2634,2645,1885,1597,1241,1052,1361,943,59522.1843003413,8078,5866,2212,923,9002,6388,396,277,593,1289,6.58169203222918,494,1376,4603,2530,,746,2088,3705,1872,591,1991,2980,745,150,187912.735849057,9419,Education,Health Care,Public Administration,Retail Trade,Administration,1556,1394,1105,770,711,2993,Health Care,Retail Trade,Accommodation and Food Service,Professional,Education,939,756,259,221,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3741,2502,453,424,200,Outside of Chicago,Morgan Park,Beverly,Mount Greenwood,Washington Heights,1607,200,121,91,63,,,,,,,,,,,,,,,,16625,,,,,,,,,,3.58296096,2109.21355367557,907.743040100247,0.43037038071294,70.6361826488316,0.0334893460767589,6.631301152660384,0.003143968585402134,106.750763831136,0.0506116432094367,183.089598649297,0.0868046757665865,63.017071942519514,0.029877046746975618,645.875478258306,0.306216256354311,n/a,n/a,68.4948075501611,0.0324740979550413,56.9753095424095,0.0270125845925477,2517,2021,1502,2039,5209,833,2869,1082,79,51,952,2062,386,424,1252,1241,558,359,324,3355,2547,616,192,21083,699,21782,20784,999,273,20784,482,95,26,7,16,4,12,299,57,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,
46,Mount Greenwood,18820,19093,19029,5407,3566,4108,3864,1103,650,331,37.0220313666916,15730,2090,589,368,252,18281,14799,9784,9333,433,5015,163,8988,7715,459,593,195,26,N/A,241,2020,3210,1102,12328,514,3082,3350,968,2896,1518,633,869,1034,1141,1826,1070,91443.9088518843,6573,5705,868,477,7050,6177,27,40,134,657,6.28162564396108,209,1079,5162,600,,408,1734,3589,882,437,729,4070,846,60,227366.187989556,9969,Public Administration,Education,Health Care,Retail Trade,Accommodation and Food Service,1960,1862,1092,738,638,2804,Education,Retail Trade,Health Care,Administration,Accommodation and Food Service,1028,472,406,236,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Mount Greenwood,4386,3402,323,248,194,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Chicago Lawn,1801,194,90,73,35,,,,,,,,,,,,,,,,20779,,,,,,,,,,2.569410486,1735.17654778583,747.927257690118,0.431038131909119,19.6911626807905,0.0113482185463591,7.919742929514460,0.004564228890495571,36.7441478659871,0.0211760284063742,524.149192564147,0.302072543127088,0.181815786957802,0.00010478229848703736,365.265753754679,0.210506391537378,n/a,n/a,30.3749851468171,0.0175054147576954,2.92248936681974,0.00168426052700458,1693,2006,990,1884,4687,379,1886,459,26,13,420,1029,277,229,523,1034,553,257,224,3999,2585,1099,315,16753,764,17517,16185,1332,297,16185,687,63,44,148,42,42,38,268,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,
47,Near North Side,72811,80484,86343,7512,35736,15539,14245,8244,3812,1255,34.9723307291667,62243,4627,7376,9906,2191,84334,80285,59521,56550,2971,20764,4686,50978,14787,1462,13765,18063,2901,N/A,22549,26284,5031,733,72447,1757,3854,7536,2222,29795,27283,9621,5836,8272,6537,8760,15571,88651.1396665137,54597,22311,32286,9377,63974,1592,1877,473,1595,58414,3.71539090166167,16804,24719,13683,8768,,36406,18627,7472,1152,317,1007,5581,6474,7516,407659.007659008,46703,Professional,Finance,Health Care,Education,Accommodation and Food Service,10014,6075,4789,3976,3100,161464,Accommodation and Food Service,Professional,Retail Trade,Health Care,Information,28312,25300,17596,14138,12945,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,15170,12676,8774,3540,785,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,67660,8774,8747,5546,4779,,,,,,,,,,,,,,,,6581,,,,,,,,,,2.311321129,1754.47994198197,86.0153742927351,0.0490261371672147,294.446169224237,0.167825326570341,22.617367010063539,0.012891208653268215,296.509110444299,0.169001140081056,121.115595702572,0.0690321917079039,82.697289198610420,0.04713492996972665,715.454041688852,0.407786959867223,0.981433057139127,0.000559386877931723,74.5156833626457,0.0424716644400437,60.1278780008207,0.0342710546652909,33147,17491,2355,1604,15722,1085,38875,6218,266,596,5356,7063,376,752,5935,8158,840,2686,4632,30595,18144,9014,3437,68860,14205,83065,66404,16661,3924,66404,3742,1866,1974,456,704,522,1279,5330,788,50397,2805,13884,4434,1291,,,,,,,,,,,,,,,,,,
48,Near South Side,9509,21390,23190,3581,7927,6127,3536,1305,571,143,35.1672433679354,10433,1243,5488,5375,651,23014,19866,16397,15787,599,3469,997,14215,6455,1149,3919,1891,801,N/A,2530,8745,1681,150,18401,612,1110,2516,654,6142,7367,2230,1693,1954,1319,2600,3310,87812.7369219105,13106,6714,6392,1458,14564,301,1573,58,306,12309,3.84649805447471,9542,2500,905,1617,,5376,7059,1742,379,8,146,1702,2862,1944,374734.714502274,11501,Professional,Health Care,Education,Finance,Accommodation and Food Service,1852,1478,1419,1284,704,14777,Arts and Entertainment,Health Care,Accommodation and Food Service,Administration,Construction,3701,3475,2200,1939,810,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,3576,3254,1230,1014,337,Outside of Chicago,Near South Side,Lake View,Austin,Auburn Gresham,4876,323,312,274,267,,,,,,,,,,,,,,,,10237,,,,,,,,,,15.32005461,1140.88298475792,57.521785122161,0.0504186545777666,96.6026463741862,0.0846735797314777,8.569154193245185,0.007510984305777355,320.780473367335,0.281168601559431,48.5866380499975,0.0425868723603646,21.743697498740467,0.01905865701323798,335.435980857464,0.294014360226994,n/a,n/a,167.989778051657,0.147245405791815,83.652831243136,0.0733228844331356,7025,4020,1252,809,4978,554,8128,1782,183,163,1436,1956,247,205,1504,1954,115,378,1461,7194,4052,2250,892,16947,4806,21753,15788,5965,1136,15788,804,318,1330,490,84,94,555,2196,94,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,
49,Near West Side,46419,54881,62560,11969,26823,12502,6978,2744,1255,289,30.7434270172257,26071,6105,18559,10267,1558,57414,54272,38477,34925,3512,15795,2020,32395,12104,1445,8709,9428,709,N/A,8940,14267,4264,637,42174,3511,4597,4659,1482,14689,13236,7331,2893,3739,3092,4542,6511,75735.7697283312,28108,9983,18125,2718,30826,1075,2701,1524,3166,22323,3.95209949513607,11844,8217,3012,7753,,13390,11012,4789,1357,278,627,3445,4346,1493,329979.640312182,27817,Professional,Health Care,Finance,Education,Administration,4638,3550,3056,2677,2047,122367,Health Care,Finance,Professional,Administration,Accommodation and Food Service,24200,19503,15906,13018,8907,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,8484,7861,3695,2698,545,Outside of Chicago,Lake View,West Town,Near West Side,Near North Side,58726,4418,3819,3695,3540,,,,,,,,,,,,,,,,10068,,,,,,,,,,1.483719817,3638.48637718209,146.504251243081,0.0402651641522827,351.163372767203,0.096513587344848,47.575098333391942,0.013075519158666631,392.941826823276,0.107995959332847,567.487317327767,0.155967965384351,300.506244118841890,0.08259100432624844,1571.42514809114,0.431889798446399,n/a,n/a,55.6492772823953,0.0152946229595325,205.233841194992,0.0564063788948251,12852,9315,3176,2765,10506,1705,17602,4857,211,619,4027,3823,359,722,2742,3696,666,1238,1792,14089,8483,4453,1153,48391,10646,59037,44889,14148,4116,44889,3651,806,2983,313,266,786,1114,3838,391,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,
50,New City,51721,44377,41098,13725,9613,7856,6351,2197,1065,290,30.2430081855389,4970,25261,9490,977,400,40724,30209,18715,14798,3917,11494,242,14298,7719,2584,3062,887,46,N/A,3148,5269,2468,1071,23791,7476,10661,3235,768,1167,484,4799,3730,1772,884,568,200,30622.7967097532,11953,4484,7464,3524,15473,3598,283,6090,4058,1403,5.37125478711422,802,1812,4410,8449,,1899,6103,5461,1341,668,2686,1541,218,41,123844.01972873,12133,Manufacturing,Health Care,Retail Trade,Accommodation and Food Service,Administration,1425,1416,1369,1337,1302,11288,Manufacturing,Wholesale Trade,Retail Trade,Transportation,Other Service,4438,1322,1251,978,839,Outside of Chicago,The Loop,New City,Near North Side,Near West Side,4763,1613,676,667,658,Outside of Chicago,New City,Brighton Park,Bridgeport,Gage Park,4938,676,404,271,264,,,,,,,,,,,,,,,,11730,,,,,,,,,,1.722084006,3090.83937773875,244.780283980776,0.0791954074817879,330.237745614541,0.106844033369389,31.041348897207765,0.010043015861897524,162.766175128538,0.0526608326206901,87.9933019524474,0.0284690633185937,702.639141548863340,0.22732955539828528,1141.02640066912,0.369163926436025,n/a,n/a,83.3034350036345,0.0269517192008143,307.051544943624,0.0993424463125166,2820,2502,2109,4522,8387,2222,3565,3051,93,230,2728,4928,779,1603,2546,1764,912,548,304,1646,1282,240,124,25260,12381,37641,16043,21598,10589,16043,20487,137,721,71,50,7,36,79,10,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,
51,North Center,31895,31867,34942,8266,10302,9454,4024,1602,808,486,33.9075881298546,26996,4378,713,1563,1292,34862,27315,21888,20953,922,5427,1913,18835,9294,1032,6794,1547,168,N/A,1867,7373,4715,594,25284,1548,2478,2807,925,10509,7017,1416,1870,2185,1986,2677,4415,97702.6686807654,14549,7476,7073,1651,16200,4004,560,3802,3555,4279,5.72964590333419,2888,1699,1720,9893,,2825,6772,4036,1632,935,253,1187,2301,3479,488677.614520311,17264,Professional,Health Care,Education,Finance,Accommodation and Food Service,2822,1916,1681,1654,1468,9818,Finance,Accommodation and Food Service,Manufacturing,Information,Retail Trade,2142,981,933,923,856,Outside of Chicago,The Loop,Near North Side,Near West Side,Lake View,4993,4621,1979,1103,570,Outside of Chicago,North Center,Lake View,Irving Park,Lincoln Square,3858,553,473,310,303,,,,,,,,,,,,,,,,11868,,,,,,,,,,1.351163559,1309.78347445509,238.677932428528,0.182227014681052,303.332849254295,0.231590072076982,46.827471151094741,0.03575207052492111,73.4538568171299,0.0560809158534304,76.2341248643449,0.0582036087270535,87.000257438499617,0.06642338915956632,437.140407622113,0.333750132100251,n/a,n/a,38.6721884644316,0.0295256347470106,8.44438641465743,0.00644716212973333,4491,4892,2466,2700,7952,548,6597,944,19,65,860,2219,135,352,1732,2136,398,894,844,9040,5786,2354,900,28105,3676,31781,26776,5005,1322,26776,2723,364,117,297,105,33,201,1052,113,21938,6496,1333,1324,804,,,,,,,,,,,,,,,,,,
52,North Lawndale,41768,35912,35423,11606,8491,5864,5906,1951,1055,550,29.7163901117508,796,2897,31112,83,535,34467,25867,13015,10193,2822,12852,458,9494,4656,965,3236,433,204,N/A,4999,4243,1497,415,20497,5471,6533,5239,1123,1484,647,5775,2558,1472,727,470,152,24003.0211480363,11154,2843,8311,3474,14628,1747,390,4003,4962,3513,5.55158250785214,1695,1184,1487,10262,,1664,5030,6075,1523,336,1490,1130,167,56,142388.888888889,10837,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,2167,1388,1245,1030,851,7935,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,3240,1488,817,653,430,Outside of Chicago,The Loop,Near West Side,Near North Side,North Lawndale,4203,1495,692,672,372,Outside of Chicago,North Lawndale,Austin,South Lawndale,West Town,3200,372,315,287,178,,,,,,,,,,,,,,,,8495,,,,,,,,,,2.113930777,2054.34852641352,112.57884289541,0.054800264632774,353.545088718574,0.172095963354277,20.742111191590691,0.010096685603684914,72.1159627624858,0.0351040545629255,126.769582350346,0.0617079238115746,227.850030473544420,0.11091108813523719,671.90768389624,0.327066062674991,n/a,n/a,171.437458788347,0.0834510096919352,297.40176533698,0.1447669475326,3033,2883,1935,3303,7621,3025,3533,3906,146,240,3520,3539,543,658,2338,1450,597,548,305,1335,1019,272,44,31366,1185,32551,29757,2794,1034,29757,2425,36,0,0,3,51,26,159,94,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,
53,North Park,18514,17931,18743,4661,3937,3714,2810,1850,1171,600,38.2527333894029,9642,3092,448,5121,440,18095,15086,9192,8408,784,5894,372,7738,4748,907,1385,606,92,N/A,1059,2748,1888,680,12948,1443,2642,2312,697,3889,1965,1677,1317,870,849,826,836,54387.7551020408,6375,3237,3138,613,6988,2106,151,1064,1222,2417,5.42993630573248,261,1677,2402,2648,,1859,2397,2003,547,182,349,1277,1307,265,297363.28125,6515,Health Care,Retail Trade,Education,Accommodation and Food Service,Professional,1138,707,706,582,500,5127,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,955,692,606,558,501,Outside of Chicago,The Loop,Near North Side,Near West Side,North Park,2843,1008,411,218,209,Outside of Chicago,West Ridge,North Park,Albany Park,Irving Park,2483,267,209,151,118,,,,,,,,,,,,,,,,15313,,,,,,,,,,5.78007768,1613.6066617179,250.837365629984,0.155451369643538,247.841187730963,0.153594549161754,5.214480750232990,0.003231568680239266,79.2617529621345,0.0491208637411982,390.977224280672,0.242300204601551,70.332189962333203,0.043586948189378034,316.217405165568,0.19596932304984,n/a,n/a,244.567805462054,0.151565936894237,8.35724977395438,0.00517923603826535,1893,1666,1010,1806,4139,463,2236,1208,58,222,928,1597,152,370,1075,854,294,291,269,2451,1627,591,233,9873,7561,17434,7668,9766,4115,7668,2124,866,474,501,841,539,579,3335,507,10336,2652,452,4415,659,,,,,,,,,,,,,,,,,,
54,Norwood Park,37543,37023,36164,7522,5654,8106,7812,3174,2279,1618,44.3716124661247,29774,4225,169,1178,818,35614,29608,19128,18007,1121,10480,649,17154,13498,1498,1775,348,35,N/A,1843,5130,5661,1884,27012,2104,6987,5967,2220,6256,3477,2632,2452,2518,1993,2730,2193,71404.6121593291,14518,11432,3086,1245,15762,10909,201,1084,757,2802,5.8936170212766,262,2579,9496,3425,,2013,5092,6501,1652,504,1285,4718,4466,904,292028.254288597,18232,Education,Health Care,Public Administration,Retail Trade,Professional,2264,2184,2093,1628,1404,13863,Health Care,Administration,Accommodation and Food Service,Retail Trade,Finance,8092,1295,797,637,507,Outside of Chicago,The Loop,Near North Side,Norwood Park,Near West Side,8555,4076,827,694,547,Outside of Chicago,Norwood Park,Portage Park,Dunning,Lake View,7312,694,368,319,271,,,,,,,,,,,,,,,,14904,,,,,,,,,,1.324893197,2799.79581343094,1320.78231178349,0.471742369728374,133.696898902308,0.0477523747485257,13.144118306270729,0.0046946703196057695,98.0510515406913,0.0350207865410503,197.634770906013,0.0705889943680667,15.398395640565010,0.005499828082711298,895.534618427696,0.319857117483966,n/a,n/a,111.921414592667,0.0399748488999687,13.6322333312368,0.0048690098277315,4924,4336,2088,3170,9013,421,5505,1931,53,68,1810,2870,708,582,1579,2465,1205,652,608,6869,4507,1742,620,26617,7411,34027,23699,10328,3977,23699,2488,4637,131,586,449,26,120,1787,105,33176,2404,332,1212,419,,,,,,,,,,,,,,,,,,
55,Oakland,6110,5918,6474,2192,1217,1396,967,509,157,36,33.1181619256018,125,240,5949,124,36,6474,4800,3197,2518,679,1603,115,2300,1127,185,869,115,4,N/A,1172,1395,211,82,3762,578,856,1124,294,468,442,1293,755,338,203,163,108,28231.1320754717,2860,414,2446,271,3131,222,91,117,283,2418,4.3975321888412,1512,800,587,232,,1097,1074,720,134,106,81,205,105,23,210169.491525424,2325,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,411,290,230,212,199,190,Health Care,Real Estate,Education,Retail Trade,Accommodation and Food Service,91,63,15,7,6,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,592,568,253,189,57,Outside of Chicago,South Shore,Chicago Lawn,Chatham,Logan Square,53,8,8,7,6,,,,,,,,,,,,,,,,10286,,,,,,,,,,8.019721121,372.036837027841,25.6803599230094,0.0690263903116875,56.8090162502938,0.152697288537701,0.142606976504522,0.0003833141299764634,2.28502630941349,0.00614193564182597,63.4007085422442,0.170415136976073,n/a,n/a,117.1550084291,0.31490163545373,n/a,n/a,66.7148393238623,0.179323208574827,39.849271273413,0.10711109037418,1277,743,296,544,1517,712,1343,1069,17,315,737,876,162,273,441,338,151,133,54,468,272,141,55,5434,591,6025,5321,704,157,5321,203,6,0,14,0,0,25,116,340,40,58,5957,8,47,,,,,,,,,,,,,,,,,,
56,O'Hare,11665,12756,13130,2507,3332,3192,2101,1180,579,238,37.288643533123,9664,1147,233,1423,662,13183,10919,7285,6681,604,3633,192,6369,4932,269,1061,60,47,N/A,656,3381,1885,313,10206,1130,2354,2066,930,2351,1375,1726,1427,1329,945,493,311,49208.8607594937,6231,2686,3550,409,6645,898,31,352,255,5110,4.49766652524395,280,3326,2946,93,,1980,3434,1139,26,65,1300,789,532,61,153915.094339623,5389,Health Care,Retail Trade,Manufacturing,Transportation,Administration,621,535,471,455,444,48110,Transportation,Accommodation and Food Service,Professional,Administration,Information,28461,3649,3052,2268,2209,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2934,701,467,225,181,Outside of Chicago,Lake View,Austin,Logan Square,Near North Side,32958,743,707,692,646,,,,,,,,,,,,,,,,31817,,,,,,,,,,0.139860693,8536.17097085753,97.3369087310136,0.0114028771287878,134.027558728978,0.0157011333520085,n/a,n/a,139.821688091056,0.016379907170136,55.9846253748306,0.00655851734530177,32.673972867936385,0.0038277083459885316,6481.92801219405,0.75934842850774,n/a,n/a,1454.51335757556,0.170394121971229,139.884847294101,0.0163873061788087,2504,2025,993,709,3489,384,2742,1100,27,148,925,1936,412,286,1238,1328,508,665,155,1709,1342,274,93,5629,6656,12286,4567,7719,3444,4567,828,3764,60,361,978,36,491,1080,120,9486,761,249,864,305,,,,,,,,,,,,,,,,,,
57,Portage Park,65340,64124,64517,15160,14457,14215,13346,4123,2223,995,37.8835661283282,31774,27575,862,2946,1360,64438,52346,37243,34296,2939,15104,911,32755,21967,3636,5994,798,360,N/A,3016,8990,7893,2816,44832,7462,12802,8808,3622,8117,4022,4609,5177,4382,3051,3103,2392,58294.6145723337,22714,12809,9905,2159,24873,10605,268,5791,4103,4019,5.78044848307196,522,2520,6943,14889,,4010,9363,7077,3202,1221,1658,6851,3951,256,256772.508038585,25907,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Education,3287,2848,2648,2368,2137,8076,Retail Trade,Health Care,Accommodation and Food Service,Administration,Finance,2011,1881,747,632,510,Outside of Chicago,The Loop,Near North Side,Near West Side,Portage Park,11801,3841,1506,983,982,Outside of Chicago,Portage Park,Dunning,Belmont Cragin,Irving Park,3750,982,351,335,185,,,,,,,,,,,,,,,,15569,,,,,,,,,,1.144386678,2529.75430926944,936.151451836376,0.370056273214422,401.264544930491,0.158617990474486,42.144648466496250,0.016659581648728182,145.721532182502,0.0576030374367004,90.0904882063771,0.0356123469683481,21.744740678463423,0.00859559388782818,811.887237097851,0.320935212610553,n/a,n/a,70.0608435589879,0.027694722488375,10.6888223118987,0.00422524127055859,6062,6505,4150,5996,15298,1726,7415,2928,37,150,2741,6235,633,1581,4022,4331,1700,1247,1385,8449,5690,2055,704,39822,20830,60652,25252,35400,14882,25252,21290,8233,180,1709,759,131,416,2367,316,45418,15022,336,2467,2097,,,,,,,,,,,,,,,,,,
